LAUS_CODE,STATE_FIPS,COUNTY_FIPS,COUNTY,MONTH,RATE
CN200110,20,011,"Bourbon County, KS",Aug-10(p),7.0
CN200130,20,013,"Brown County, KS",Aug-10(p),5.5
CN200150,20,015,"Butler County, KS",Aug-10(p),7.7
CN200170,20,017,"Chase County, KS",Aug-10(p),5.6
CN200190,20,019,"Chautauqua County, KS",Aug-10(p),8.0
CN200210,20,021,"Cherokee County, KS",Aug-10(p),8.3
CN200230,20,023,"Cheyenne County, KS",Aug-10(p),3.7
CN200250,20,025,"Clark County, KS",Aug-10(p),4.0
CN200270,20,027,"Clay County, KS",Aug-10(p),4.6
CN200290,20,029,"Cloud County, KS",Aug-10(p),4.4
CN200310,20,031,"Coffey County, KS",Aug-10(p),6.3
CN200330,20,033,"Comanche County, KS",Aug-10(p),4.4
CN200350,20,035,"Cowley County, KS",Aug-10(p),7.4
CN200370,20,037,"Crawford County, KS",Aug-10(p),8.2
CN200390,20,039,"Decatur County, KS",Aug-10(p),3.9
CN200410,20,041,"Dickinson County, KS",Aug-10(p),5.6
CN200430,20,043,"Doniphan County, KS",Aug-10(p),8.8
CN200450,20,045,"Douglas County, KS",Aug-10(p),6.2
CN200470,20,047,"Edwards County, KS",Aug-10(p),5.0
CN200490,20,049,"Elk County, KS",Aug-10(p),8.0
CN200510,20,051,"Ellis County, KS",Aug-10(p),3.7
CN200530,20,053,"Ellsworth County, KS",Aug-10(p),4.1
CN200550,20,055,"Finney County, KS",Aug-10(p),4.9
CN200570,20,057,"Ford County, KS",Aug-10(p),3.7
CN200590,20,059,"Franklin County, KS",Aug-10(p),8.2
CN200610,20,061,"Geary County, KS",Aug-10(p),7.4
CN200630,20,063,"Gove County, KS",Aug-10(p),3.1
CN200650,20,065,"Graham County, KS",Aug-10(p),4.4
CN200670,20,067,"Grant County, KS",Aug-10(p),4.0
CN200690,20,069,"Gray County, KS",Aug-10(p),3.3
CN200710,20,071,"Greeley County, KS",Aug-10(p),3.8
CN200730,20,073,"Greenwood County, KS",Aug-10(p),7.4
CN200750,20,075,"Hamilton County, KS",Aug-10(p),4.0
CN200770,20,077,"Harper County, KS",Aug-10(p),5.2
CN200790,20,079,"Harvey County, KS",Aug-10(p),6.9
CN200810,20,081,"Haskell County, KS",Aug-10(p),3.6
CN200830,20,083,"Hodgeman County, KS",Aug-10(p),4.3
CN200850,20,085,"Jackson County, KS",Aug-10(p),6.0
CN200870,20,087,"Jefferson County, KS",Aug-10(p),7.2
CN200890,20,089,"Jewell County, KS",Aug-10(p),4.2
CN200910,20,091,"Johnson County, KS",Aug-10(p),6.2
CN200930,20,093,"Kearny County, KS",Aug-10(p),4.5
CN200950,20,095,"Kingman County, KS",Aug-10(p),5.5
CN200970,20,097,"Kiowa County, KS",Aug-10(p),4.5
CN200990,20,099,"Labette County, KS",Aug-10(p),8.7
CN201010,20,101,"Lane County, KS",Aug-10(p),3.5
PA200400,20,103,"Leavenworth County, KS",Aug-10(p),7.5
CN201050,20,105,"Lincoln County, KS",Aug-10(p),5.4
CN201070,20,107,"Linn County, KS",Aug-10(p),8.6
CN201090,20,109,"Logan County, KS",Aug-10(p),3.2
CN201110,20,111,"Lyon County, KS",Aug-10(p),6.4
CN201130,20,113,"McPherson County, KS",Aug-10(p),4.9
CN201150,20,115,"Marion County, KS",Aug-10(p),5.6
CN201170,20,117,"Marshall County, KS",Aug-10(p),4.5
CN201190,20,119,"Meade County, KS",Aug-10(p),4.1
CN201210,20,121,"Miami County, KS",Aug-10(p),7.0
CN201230,20,123,"Mitchell County, KS",Aug-10(p),4.8
CN201250,20,125,"Montgomery County, KS",Aug-10(p),9.3
CN201270,20,127,"Morris County, KS",Aug-10(p),6.8
CN201290,20,129,"Morton County, KS",Aug-10(p),4.2
CN201310,20,131,"Nemaha County, KS",Aug-10(p),3.9
CN201330,20,133,"Neosho County, KS",Aug-10(p),8.3
CN201350,20,135,"Ness County, KS",Aug-10(p),3.5
CN201370,20,137,"Norton County, KS",Aug-10(p),4.1
CN201390,20,139,"Osage County, KS",Aug-10(p),7.7
CN201410,20,141,"Osborne County, KS",Aug-10(p),4.2
CN201430,20,143,"Ottawa County, KS",Aug-10(p),5.7
CN201450,20,145,"Pawnee County, KS",Aug-10(p),4.1
CN201470,20,147,"Phillips County, KS",Aug-10(p),4.3
CN201490,20,149,"Pottawatomie County, KS",Aug-10(p),5.1
CN201510,20,151,"Pratt County, KS",Aug-10(p),4.5
CN201530,20,153,"Rawlins County, KS",Aug-10(p),4.2
PA200550,20,155,"Reno County, KS",Aug-10(p),5.7
CN201570,20,157,"Republic County, KS",Aug-10(p),3.9
CN201590,20,159,"Rice County, KS",Aug-10(p),4.9
PA200600,20,161,"Riley County, KS",Aug-10(p),4.6
CN201630,20,163,"Rooks County, KS",Aug-10(p),5.5
CN201650,20,165,"Rush County, KS",Aug-10(p),5.4
CN201670,20,167,"Russell County, KS",Aug-10(p),5.1
PA200800,20,169,"Saline County, KS",Aug-10(p),5.7
CN201710,20,171,"Scott County, KS",Aug-10(p),3.4
CN201730,20,173,"Sedgwick County, KS",Aug-10(p),8.3
CN201750,20,175,"Seward County, KS",Aug-10(p),4.6
PS200150,20,177,"Shawnee County, KS",Aug-10(p),6.7
CN201790,20,179,"Sheridan County, KS",Aug-10(p),3.1
CN201810,20,181,"Sherman County, KS",Aug-10(p),3.9
CN201830,20,183,"Smith County, KS",Aug-10(p),4.3
CN201850,20,185,"Stafford County, KS",Aug-10(p),5.0
CN201870,20,187,"Stanton County, KS",Aug-10(p),3.9
CN201890,20,189,"Stevens County, KS",Aug-10(p),4.7
CN201910,20,191,"Sumner County, KS",Aug-10(p),9.0
CN201930,20,193,"Thomas County, KS",Aug-10(p),4.0
CN201950,20,195,"Trego County, KS",Aug-10(p),3.6
CN201970,20,197,"Wabaunsee County, KS",Aug-10(p),6.3
CN201990,20,199,"Wallace County, KS",Aug-10(p),3.4
CN202010,20,201,"Washington County, KS",Aug-10(p),4.1
CN202030,20,203,"Wichita County, KS",Aug-10(p),3.4
CN202050,20,205,"Wilson County, KS",Aug-10(p),10.0
CN202070,20,207,"Woodson County, KS",Aug-10(p),7.1
PS200100,20,209,"Wyandotte County, KS",Aug-10(p),10.4
CN210010,21,001,"Adair County, KY",Aug-10(p),10.5
CN210030,21,003,"Allen County, KY",Aug-10(p),11.8
CN210050,21,005,"Anderson County, KY",Aug-10(p),10.3
CN210070,21,007,"Ballard County, KY",Aug-10(p),9.3
CN210090,21,009,"Barren County, KY",Aug-10(p),11.0
CN210110,21,011,"Bath County, KY",Aug-10(p),12.1
CN210130,21,013,"Bell County, KY",Aug-10(p),12.6
CN210150,21,015,"Boone County, KY",Aug-10(p),8.5
CN210170,21,017,"Bourbon County, KY",Aug-10(p),9.3
PA210350,21,019,"Boyd County, KY",Aug-10(p),8.2
CN210210,21,021,"Boyle County, KY",Aug-10(p),12.2
CN210230,21,023,"Bracken County, KY",Aug-10(p),9.0
CN210250,21,025,"Breathitt County, KY",Aug-10(p),11.6
CN210270,21,027,"Breckinridge County, KY",Aug-10(p),10.5
CN210290,21,029,"Bullitt County, KY",Aug-10(p),9.6
CN210310,21,031,"Butler County, KY",Aug-10(p),12.3
CN210330,21,033,"Caldwell County, KY",Aug-10(p),8.8
CN210350,21,035,"Calloway County, KY",Aug-10(p),8.5
PA210400,21,037,"Campbell County, KY",Aug-10(p),9.7
CN210390,21,039,"Carlisle County, KY",Aug-10(p),8.6
CN210410,21,041,"Carroll County, KY",Aug-10(p),12.9
CN210430,21,043,"Carter County, KY",Aug-10(p),12.3
CN210450,21,045,"Casey County, KY",Aug-10(p),10.7
PA210450,21,047,"Christian County, KY",Aug-10(p),10.7
CN210490,21,049,"Clark County, KY",Aug-10(p),9.9
CN210510,21,051,"Clay County, KY",Aug-10(p),14.3
CN210530,21,053,"Clinton County, KY",Aug-10(p),8.9
CN210550,21,055,"Crittenden County, KY",Aug-10(p),9.9
CN210570,21,057,"Cumberland County, KY",Aug-10(p),10.3
CN210590,21,059,"Daviess County, KY",Aug-10(p),9.0
CN210610,21,061,"Edmonson County, KY",Aug-10(p),11.2
CN210630,21,063,"Elliott County, KY",Aug-10(p),11.8
CN210650,21,065,"Estill County, KY",Aug-10(p),13.2
PA210150,21,067,"Fayette County, KY",Aug-10(p),8.3
CN210690,21,069,"Fleming County, KY",Aug-10(p),11.8
CN210710,21,071,"Floyd County, KY",Aug-10(p),12.1
CN210730,21,073,"Franklin County, KY",Aug-10(p),8.6
CN210750,21,075,"Fulton County, KY",Aug-10(p),12.5
CN210770,21,077,"Gallatin County, KY",Aug-10(p),9.5
CN210790,21,079,"Garrard County, KY",Aug-10(p),11.8
CN210810,21,081,"Grant County, KY",Aug-10(p),9.5
CN210830,21,083,"Graves County, KY",Aug-10(p),10.0
CN210850,21,085,"Grayson County, KY",Aug-10(p),13.6
CN210870,21,087,"Green County, KY",Aug-10(p),12.0
CN210890,21,089,"Greenup County, KY",Aug-10(p),9.0
CN210910,21,091,"Hancock County, KY",Aug-10(p),8.6
PA210500,21,093,"Hardin County, KY",Aug-10(p),9.3
CN210950,21,095,"Harlan County, KY",Aug-10(p),11.8
CN210970,21,097,"Harrison County, KY",Aug-10(p),10.2
CN210990,21,099,"Hart County, KY",Aug-10(p),10.1
CN211010,21,101,"Henderson County, KY",Aug-10(p),8.6
CN211030,21,103,"Henry County, KY",Aug-10(p),9.5
CN211050,21,105,"Hickman County, KY",Aug-10(p),9.5
CN211070,21,107,"Hopkins County, KY",Aug-10(p),8.8
CN211090,21,109,"Jackson County, KY",Aug-10(p),16.7
PS210200,21,111,"Jefferson County, KY",Aug-10(p),10.2
CN211130,21,113,"Jessamine County, KY",Aug-10(p),9.4
CN211150,21,115,"Johnson County, KY",Aug-10(p),11.2
CN211170,21,117,"Kenton County, KY",Aug-10(p),9.2
CN211190,21,119,"Knott County, KY",Aug-10(p),12.2
CN211210,21,121,"Knox County, KY",Aug-10(p),11.4
CN211230,21,123,"Larue County, KY",Aug-10(p),9.2
CN211250,21,125,"Laurel County, KY",Aug-10(p),10.8
CN211270,21,127,"Lawrence County, KY",Aug-10(p),12.5
CN211290,21,129,"Lee County, KY",Aug-10(p),11.8
CN211310,21,131,"Leslie County, KY",Aug-10(p),13.4
CN211330,21,133,"Letcher County, KY",Aug-10(p),11.5
CN211350,21,135,"Lewis County, KY",Aug-10(p),13.4
CN211370,21,137,"Lincoln County, KY",Aug-10(p),12.3
CN211390,21,139,"Livingston County, KY",Aug-10(p),8.4
CN211410,21,141,"Logan County, KY",Aug-10(p),10.0
CN211430,21,143,"Lyon County, KY",Aug-10(p),10.2
PA210600,21,145,"McCracken County, KY",Aug-10(p),8.7
CN211470,21,147,"McCreary County, KY",Aug-10(p),14.2
CN211490,21,149,"McLean County, KY",Aug-10(p),10.7
PA210700,21,151,"Madison County, KY",Aug-10(p),9.1
CN211530,21,153,"Magoffin County, KY",Aug-10(p),18.2
CN211550,21,155,"Marion County, KY",Aug-10(p),10.9
CN211570,21,157,"Marshall County, KY",Aug-10(p),10.4
CN211590,21,159,"Martin County, KY",Aug-10(p),11.7
CN211610,21,161,"Mason County, KY",Aug-10(p),10.3
CN211630,21,163,"Meade County, KY",Aug-10(p),11.7
CN211650,21,165,"Menifee County, KY",Aug-10(p),17.2
CN211670,21,167,"Mercer County, KY",Aug-10(p),11.3
CN211690,21,169,"Metcalfe County, KY",Aug-10(p),15.5
CN211710,21,171,"Monroe County, KY",Aug-10(p),11.1
CN211730,21,173,"Montgomery County, KY",Aug-10(p),11.2
CN211750,21,175,"Morgan County, KY",Aug-10(p),13.6
CN211770,21,177,"Muhlenberg County, KY",Aug-10(p),10.7
CN211790,21,179,"Nelson County, KY",Aug-10(p),9.9
CN211810,21,181,"Nicholas County, KY",Aug-10(p),11.2
CN211830,21,183,"Ohio County, KY",Aug-10(p),9.0
CN211850,21,185,"Oldham County, KY",Aug-10(p),8.3
CN211870,21,187,"Owen County, KY",Aug-10(p),9.1
CN211890,21,189,"Owsley County, KY",Aug-10(p),11.5
CN211910,21,191,"Pendleton County, KY",Aug-10(p),10.3
CN211930,21,193,"Perry County, KY",Aug-10(p),11.2
PA210200,21,195,"Pike County, KY",Aug-10(p),10.1
CN211970,21,197,"Powell County, KY",Aug-10(p),13.6
CN211990,21,199,"Pulaski County, KY",Aug-10(p),10.1
CN212010,21,201,"Robertson County, KY",Aug-10(p),9.5
CN212030,21,203,"Rockcastle County, KY",Aug-10(p),9.7
CN212050,21,205,"Rowan County, KY",Aug-10(p),9.2
CN212070,21,207,"Russell County, KY",Aug-10(p),10.6
CN212090,21,209,"Scott County, KY",Aug-10(p),8.7
CN212110,21,211,"Shelby County, KY",Aug-10(p),8.6
CN212130,21,213,"Simpson County, KY",Aug-10(p),12.0
CN212150,21,215,"Spencer County, KY",Aug-10(p),8.9
CN212170,21,217,"Taylor County, KY",Aug-10(p),10.8
CN212190,21,219,"Todd County, KY",Aug-10(p),10.8
CN212210,21,221,"Trigg County, KY",Aug-10(p),8.8
CN212230,21,223,"Trimble County, KY",Aug-10(p),11.3
CN212250,21,225,"Union County, KY",Aug-10(p),10.5
PA210550,21,227,"Warren County, KY",Aug-10(p),9.0
CN212290,21,229,"Washington County, KY",Aug-10(p),11.4
CN212310,21,231,"Wayne County, KY",Aug-10(p),13.5
CN212330,21,233,"Webster County, KY",Aug-10(p),7.9
CN212350,21,235,"Whitley County, KY",Aug-10(p),12.2
CN212370,21,237,"Wolfe County, KY",Aug-10(p),13.7
CN212390,21,239,"Woodford County, KY",Aug-10(p),7.6
PA220200,22,001,"Acadia Parish, LA",Aug-10(p),7.4
CN220030,22,003,"Allen Parish, LA",Aug-10(p),10.2
PA221000,22,005,"Ascension Parish, LA",Aug-10(p),7.7
CN220070,22,007,"Assumption Parish, LA",Aug-10(p),10.7
CN220090,22,009,"Avoyelles Parish, LA",Aug-10(p),9.2
CN220110,22,011,"Beauregard Parish, LA",Aug-10(p),8.2
CN220130,22,013,"Bienville Parish, LA",Aug-10(p),9.7
CN220150,22,015,"Bossier Parish, LA",Aug-10(p),6.3
CN220170,22,017,"Caddo Parish, LA",Aug-10(p),8.2
CN220190,22,019,"Calcasieu Parish, LA",Aug-10(p),7.6
CN220210,22,021,"Caldwell Parish, LA",Aug-10(p),9.4
CN220230,22,023,"Cameron Parish, LA",Aug-10(p),6.9
CN220250,22,025,"Catahoula Parish, LA",Aug-10(p),10.5
CN220270,22,027,"Claiborne Parish, LA",Aug-10(p),10.1
CN220290,22,029,"Concordia Parish, LA",Aug-10(p),10.4
CN220310,22,031,"De Soto Parish, LA",Aug-10(p),8.8
PS220050,22,033,"East Baton Rouge Parish, LA",Aug-10(p),8.0
CN220350,22,035,"East Carroll Parish, LA",Aug-10(p),15.9
CN220370,22,037,"East Feliciana Parish, LA",Aug-10(p),9.6
CN220390,22,039,"Evangeline Parish, LA",Aug-10(p),9.3
CN220410,22,041,"Franklin Parish, LA",Aug-10(p),12.2
CN220430,22,043,"Grant Parish, LA",Aug-10(p),8.4
PA220300,22,045,"Iberia Parish, LA",Aug-10(p),8.1
CN220470,22,047,"Iberville Parish, LA",Aug-10(p),11.0
CN220490,22,049,"Jackson Parish, LA",Aug-10(p),7.5
PS220150,22,051,"Jefferson Parish, LA",Aug-10(p),7.3
CN220530,22,053,"Jefferson Davis Parish, LA",Aug-10(p),6.9
PS220170,22,055,"Lafayette Parish, LA",Aug-10(p),6.3
PA220350,22,057,"Lafourche Parish, LA",Aug-10(p),5.7
CN220590,22,059,"La Salle Parish, LA",Aug-10(p),6.7
CN220610,22,061,"Lincoln Parish, LA",Aug-10(p),9.6
PA220970,22,063,"Livingston Parish, LA",Aug-10(p),7.8
CN220650,22,065,"Madison Parish, LA",Aug-10(p),11.3
CN220670,22,067,"Morehouse Parish, LA",Aug-10(p),15.1
CN220690,22,069,"Natchitoches Parish, LA",Aug-10(p),8.9
PS220200,22,071,"Orleans Parish, LA",Aug-10(p),10.8
PS220220,22,073,"Ouachita Parish, LA",Aug-10(p),8.6
CN220750,22,075,"Plaquemines Parish, LA",Aug-10(p),6.7
CN220770,22,077,"Pointe Coupee Parish, LA",Aug-10(p),9.3
PS220250,22,079,"Rapides Parish, LA",Aug-10(p),7.7
CN220810,22,081,"Red River Parish, LA",Aug-10(p),9.5
CN220830,22,083,"Richland Parish, LA",Aug-10(p),10.5
CN220850,22,085,"Sabine Parish, LA",Aug-10(p),7.5
PA220450,22,087,"St. Bernard Parish, LA",Aug-10(p),7.8
CN220890,22,089,"St. Charles Parish, LA",Aug-10(p),7.4
CN220910,22,091,"St. Helena Parish, LA",Aug-10(p),15.0
CN220930,22,093,"St. James Parish, LA",Aug-10(p),12.4
CN220950,22,095,"St. John the Baptist Parish, LA",Aug-10(p),10.5
PA220500,22,097,"St. Landry Parish, LA",Aug-10(p),8.9
CN220990,22,099,"St. Martin Parish, LA",Aug-10(p),7.9
PA220550,22,101,"St. Mary Parish, LA",Aug-10(p),9.7
PA220600,22,103,"St. Tammany Parish, LA",Aug-10(p),6.2
PA220650,22,105,"Tangipahoa Parish, LA",Aug-10(p),9.8
CN221070,22,107,"Tensas Parish, LA",Aug-10(p),15.1
PA220750,22,109,"Terrebonne Parish, LA",Aug-10(p),6.0
CN221110,22,111,"Union Parish, LA",Aug-10(p),8.7
CN221130,22,113,"Vermilion Parish, LA",Aug-10(p),7.5
PA220950,22,115,"Vernon Parish, LA",Aug-10(p),8.5
CN221170,22,117,"Washington Parish, LA",Aug-10(p),10.6
CN221190,22,119,"Webster Parish, LA",Aug-10(p),9.2
CN221210,22,121,"West Baton Rouge Parish, LA",Aug-10(p),9.0
CN221230,22,123,"West Carroll Parish, LA",Aug-10(p),13.9
CN221250,22,125,"West Feliciana Parish, LA",Aug-10(p),9.2
CN221270,22,127,"Winn Parish, LA",Aug-10(p),8.5
PA230100,23,001,"Androscoggin County, ME",Aug-10(p),7.5
PA230150,23,003,"Aroostook County, ME",Aug-10(p),8.5
PS230050,23,005,"Cumberland County, ME",Aug-10(p),5.6
CN230070,23,007,"Franklin County, ME",Aug-10(p),8.9
CN230090,23,009,"Hancock County, ME",Aug-10(p),6.1
PA230170,23,011,"Kennebec County, ME",Aug-10(p),6.5
CN230130,23,013,"Knox County, ME",Aug-10(p),5.7
CN230150,23,015,"Lincoln County, ME",Aug-10(p),5.3
CN230170,23,017,"Oxford County, ME",Aug-10(p),9.4
PA230200,23,019,"Penobscot County, ME",Aug-10(p),7.9
CN230210,23,021,"Piscataquis County, ME",Aug-10(p),10.2
CN230230,23,023,"Sagadahoc County, ME",Aug-10(p),6.0
CN230250,23,025,"Somerset County, ME",Aug-10(p),9.3
CN230270,23,027,"Waldo County, ME",Aug-10(p),7.1
CN230290,23,029,"Washington County, ME",Aug-10(p),9.3
PA230600,23,031,"York County, ME",Aug-10(p),6.3
PA240400,24,001,"Allegany County, MD",Aug-10(p),9.3
PA240150,24,003,"Anne Arundel County, MD",Aug-10(p),7.0
PS240300,24,005,"Baltimore County, MD",Aug-10(p),8.2
CN240090,24,009,"Calvert County, MD",Aug-10(p),6.3
CN240110,24,011,"Caroline County, MD",Aug-10(p),9.3
PA240250,24,013,"Carroll County, MD",Aug-10(p),6.8
PA240500,24,015,"Cecil County, MD",Aug-10(p),10.5
PA240600,24,017,"Charles County, MD",Aug-10(p),6.4
CN240190,24,019,"Dorchester County, MD",Aug-10(p),10.5
PS240350,24,021,"Frederick County, MD",Aug-10(p),6.4
CN240230,24,023,"Garrett County, MD",Aug-10(p),7.4
PA240200,24,025,"Harford County, MD",Aug-10(p),7.6
PA240300,24,027,"Howard County, MD",Aug-10(p),5.6
CN240290,24,029,"Kent County, MD",Aug-10(p),7.8
PS240100,24,031,"Montgomery County, MD",Aug-10(p),5.5
PS240150,24,033,"Prince George's County, MD",Aug-10(p),7.6
CN240350,24,035,"Queen Anne's County, MD",Aug-10(p),6.7
PA240650,24,037,"St. Mary's County, MD",Aug-10(p),6.5
CN240390,24,039,"Somerset County, MD",Aug-10(p),10.1
CN240410,24,041,"Talbot County, MD",Aug-10(p),7.3
PA240350,24,043,"Washington County, MD",Aug-10(p),10.6
PA240550,24,045,"Wicomico County, MD",Aug-10(p),8.5
CN240470,24,047,"Worcester County, MD",Aug-10(p),7.9
PA240050,24,510,"Baltimore city, MD",Aug-10(p),11.7
CN250010,25,001,"Barnstable County, MA",Aug-10(p),6.8
PS250220,25,003,"Berkshire County, MA",Aug-10(p),7.7
CN250050,25,005,"Bristol County, MA",Aug-10(p),10.6
CN250070,25,007,"Dukes County, MA",Aug-10(p),4.5
CN250090,25,009,"Essex County, MA",Aug-10(p),8.6
CN250110,25,011,"Franklin County, MA",Aug-10(p),8.1
PS250200,25,013,"Hampden County, MA",Aug-10(p),10.4
CN250150,25,015,"Hampshire County, MA",Aug-10(p),7.2
CN250170,25,017,"Middlesex County, MA",Aug-10(p),6.9
CN250190,25,019,"Nantucket County/town, MA",Aug-10(p),4.2
CN250210,25,021,"Norfolk County, MA",Aug-10(p),7.4
CN250230,25,023,"Plymouth County, MA",Aug-10(p),8.7
CN250250,25,025,"Suffolk County, MA",Aug-10(p),8.3
CN250270,25,027,"Worcester County, MA",Aug-10(p),9.4
CN260010,26,001,"Alcona County, MI",Aug-10(p),16.8
CN260030,26,003,"Alger County, MI",Aug-10(p),11.2
PA260800,26,005,"Allegan County, MI",Aug-10(p),11.5
CN260070,26,007,"Alpena County, MI",Aug-10(p),13.0
CN260090,26,009,"Antrim County, MI",Aug-10(p),13.7
CN260110,26,011,"Arenac County, MI",Aug-10(p),14.7
CN260130,26,013,"Baraga County, MI",Aug-10(p),22.0
CN260150,26,015,"Barry County, MI",Aug-10(p),9.6
PS260070,26,017,"Bay County, MI",Aug-10(p),11.5
CN260190,26,019,"Benzie County, MI",Aug-10(p),13.4
PA262150,26,021,"Berrien County, MI",Aug-10(p),12.4
CN260230,26,023,"Branch County, MI",Aug-10(p),12.5
CN260250,26,025,"Calhoun County, MI",Aug-10(p),11.3
CN260270,26,027,"Cass County, MI",Aug-10(p),10.7
CN260290,26,029,"Charlevoix County, MI",Aug-10(p),12.7
CN260310,26,031,"Cheboygan County, MI",Aug-10(p),7.9
CN260330,26,033,"Chippewa County, MI",Aug-10(p),12.3
CN260350,26,035,"Clare County, MI",Aug-10(p),15.6
PA261950,26,037,"Clinton County, MI",Aug-10(p),8.9
CN260390,26,039,"Crawford County, MI",Aug-10(p),12.0
CN260410,26,041,"Delta County, MI",Aug-10(p),11.8
CN260430,26,043,"Dickinson County, MI",Aug-10(p),10.9
CN260450,26,045,"Eaton County, MI",Aug-10(p),9.0
CN260470,26,047,"Emmet County, MI",Aug-10(p),12.2
CN260490,26,049,"Genesee County, MI",Aug-10(p),13.9
CN260510,26,051,"Gladwin County, MI",Aug-10(p),15.6
CN260530,26,053,"Gogebic County, MI",Aug-10(p),13.6
PA262300,26,055,"Grand Traverse County, MI",Aug-10(p),11.0
CN260570,26,057,"Gratiot County, MI",Aug-10(p),13.0
CN260590,26,059,"Hillsdale County, MI",Aug-10(p),14.9
CN260610,26,061,"Houghton County, MI",Aug-10(p),10.9
CN260630,26,063,"Huron County, MI",Aug-10(p),13.4
CN260650,26,065,"Ingham County, MI",Aug-10(p),10.9
PA262250,26,067,"Ionia County, MI",Aug-10(p),12.5
CN260690,26,069,"Iosco County, MI",Aug-10(p),15.7
CN260710,26,071,"Iron County, MI",Aug-10(p),10.9
PA262000,26,073,"Isabella County, MI",Aug-10(p),8.9
PA261300,26,075,"Jackson County, MI",Aug-10(p),12.8
CN260770,26,077,"Kalamazoo County, MI",Aug-10(p),10.8
CN260790,26,079,"Kalkaska County, MI",Aug-10(p),12.9
CN260810,26,081,"Kent County, MI",Aug-10(p),10.5
CN260830,26,083,"Keweenaw County, MI",Aug-10(p),11.5
CN260850,26,085,"Lake County, MI",Aug-10(p),14.9
PA261050,26,087,"Lapeer County, MI",Aug-10(p),14.1
CN260890,26,089,"Leelanau County, MI",Aug-10(p),9.1
PA261350,26,091,"Lenawee County, MI",Aug-10(p),14.7
PS260530,26,093,"Livingston County, MI",Aug-10(p),11.4
CN260950,26,095,"Luce County, MI",Aug-10(p),13.7
CN260970,26,097,"Mackinac County, MI",Aug-10(p),5.6
CN260990,26,099,"Macomb County, MI",Aug-10(p),14.3
CN261010,26,101,"Manistee County, MI",Aug-10(p),12.0
PA261650,26,103,"Marquette County, MI",Aug-10(p),9.8
CN261050,26,105,"Mason County, MI",Aug-10(p),11.7
CN261070,26,107,"Mecosta County, MI",Aug-10(p),12.9
CN261090,26,109,"Menominee County, MI",Aug-10(p),10.6
PA261700,26,111,"Midland County, MI",Aug-10(p),9.5
CN261130,26,113,"Missaukee County, MI",Aug-10(p),14.9
PS260650,26,115,"Monroe County, MI",Aug-10(p),12.9
CN261170,26,117,"Montcalm County, MI",Aug-10(p),15.7
CN261190,26,119,"Montmorency County, MI",Aug-10(p),18.4
CN261210,26,121,"Muskegon County, MI",Aug-10(p),13.5
CN261230,26,123,"Newaygo County, MI",Aug-10(p),12.8
PS260750,26,125,"Oakland County, MI",Aug-10(p),13.1
CN261270,26,127,"Oceana County, MI",Aug-10(p),13.4
CN261290,26,129,"Ogemaw County, MI",Aug-10(p),12.1
CN261310,26,131,"Ontonagon County, MI",Aug-10(p),18.0
CN261330,26,133,"Osceola County, MI",Aug-10(p),14.1
CN261350,26,135,"Oscoda County, MI",Aug-10(p),20.4
CN261370,26,137,"Otsego County, MI",Aug-10(p),13.8
PS260800,26,139,"Ottawa County, MI",Aug-10(p),11.3
CN261410,26,141,"Presque Isle County, MI",Aug-10(p),15.0
CN261430,26,143,"Roscommon County, MI",Aug-10(p),14.6
CN261450,26,145,"Saginaw County, MI",Aug-10(p),11.8
PS260850,26,147,"St. Clair County, MI",Aug-10(p),14.6
PA261850,26,149,"St. Joseph County, MI",Aug-10(p),12.5
CN261510,26,151,"Sanilac County, MI",Aug-10(p),15.1
CN261530,26,153,"Schoolcraft County, MI",Aug-10(p),12.5
PA261100,26,155,"Shiawassee County, MI",Aug-10(p),13.4
CN261570,26,157,"Tuscola County, MI",Aug-10(p),14.4
PA261750,26,159,"Van Buren County, MI",Aug-10(p),11.2
CN261610,26,161,"Washtenaw County, MI",Aug-10(p),8.8
CN261630,26,163,"Wayne County, MI",Aug-10(p),15.7
CN261650,26,165,"Wexford County, MI",Aug-10(p),15.6
CN270010,27,001,"Aitkin County, MN",Aug-10(p),8.7
PA270150,27,003,"Anoka County, MN",Aug-10(p),7.3
CN270050,27,005,"Becker County, MN",Aug-10(p),6.4
CN270070,27,007,"Beltrami County, MN",Aug-10(p),8.1
CN270090,27,009,"Benton County, MN",Aug-10(p),7.0
CN270110,27,011,"Big Stone County, MN",Aug-10(p),5.2
PA270450,27,013,"Blue Earth County, MN",Aug-10(p),6.3
CN270150,27,015,"Brown County, MN",Aug-10(p),6.0
CN270170,27,017,"Carlton County, MN",Aug-10(p),7.7
CN270190,27,019,"Carver County, MN",Aug-10(p),6.4
CN270210,27,021,"Cass County, MN",Aug-10(p),9.3
CN270230,27,023,"Chippewa County, MN",Aug-10(p),6.8
CN270250,27,025,"Chisago County, MN",Aug-10(p),8.3
CN270270,27,027,"Clay County, MN",Aug-10(p),4.4
CN270290,27,029,"Clearwater County, MN",Aug-10(p),11.5
CN270310,27,031,"Cook County, MN",Aug-10(p),4.9
CN270330,27,033,"Cottonwood County, MN",Aug-10(p),5.4
CN270350,27,035,"Crow Wing County, MN",Aug-10(p),7.7
PS270050,27,037,"Dakota County, MN",Aug-10(p),6.9
CN270390,27,039,"Dodge County, MN",Aug-10(p),6.0
CN270410,27,041,"Douglas County, MN",Aug-10(p),5.8
